frame,t,dx,dy,rot_deg,scale,ntrack,framediff,sharpness,brightness,contrast
5377,179.676,9.732,0.295,0.2121,0.9977,38,0.937,3.91,118.69,24.03
5378,179.71,12.073,9.922,0.3059,0.9815,48,0.812,3.93,119.21,23.84
5379,179.743,10.088,5.017,0.1653,0.9905,48,0.865,5.92,119.57,23.75
5380,179.776,12.556,6.007,0.269,0.988,43,1.034,7.09,119.95,23.84
5381,179.81,12.245,4.842,0.2636,0.99,49,1.088,6.55,120.44,24.02
5382,179.843,10.881,2.63,0.2144,0.9941,45,1.203,5.73,121.03,24.18
5383,179.877,12.018,4.294,0.1964,0.9914,44,1.464,6.71,121.9,24.32
5384,179.91,12.936,5.436,0.202,0.9894,40,1.055,6.7,122.24,24.39
5385,179.944,12.664,3.257,0.2283,0.9929,43,1.418,6.61,122.97,24.69
5386,179.977,17.057,-0.421,0.5789,0.9966,27,2.6,4.64,124.68,24.99
5387,180.01,13.248,3.796,0.2013,0.992,33,0.776,5.0,124.9,25.02
5388,180.044,15.296,-1.413,0.4617,0.9993,40,1.73,6.0,126.02,25.48
5389,180.077,17.406,2.454,0.4667,0.9928,41,1.706,6.34,127.15,25.64
5390,180.111,14.179,1.289,0.2982,0.9963,33,1.454,5.12,128.07,25.86
5391,180.144,13.841,-3.852,0.4143,1.0038,47,1.954,5.2,129.45,26.23
5392,180.177,17.873,2.738,0.4692,0.9926,48,1.943,7.51,130.83,26.56
5393,180.211,13.34,-5.277,0.4353,1.0066,39,1.155,11.75,131.3,26.55
5394,180.244,16.548,-7.533,0.7434,1.0079,34,0.993,8.58,131.66,26.5
5395,180.278,13.491,-5.458,0.4702,1.0069,34,1.166,5.05,132.14,26.51
5396,180.311,13.75,-4.079,0.4395,1.0048,40,1.306,8.07,132.56,26.73
5397,180.345,14.098,-8.002,0.6134,1.0094,42,1.416,9.63,132.96,26.77
5398,180.378,19.746,-1.912,0.7812,0.9978,43,1.62,9.2,133.36,26.93
5399,180.411,16.319,-8.606,0.771,1.0087,37,1.209,7.09,133.43,26.71
5400,180.445,19.197,-2.448,0.729,0.9992,48,1.875,7.38,133.9,26.9
5401,180.478,18.491,-3.382,0.6792,1.0009,54,1.709,7.41,134.53,26.85
5402,180.512,18.749,-3.328,0.6809,1.0008,47,1.694,7.68,135.05,26.84
5403,180.545,18.815,-4.911,0.7143,1.003,44,2.008,6.86,135.83,27.14
5404,180.578,19.407,-2.554,0.6878,0.9995,35,1.797,8.49,135.73,27.68
5405,180.612,19.303,-3.569,0.6959,1.0011,38,2.76,10.38,135.95,28.59
5406,180.645,18.185,-0.531,0.5207,0.9979,45,2.852,11.68,135.73,29.44
5407,180.679,17.93,0.276,0.469,0.9971,45,3.208,12.36,134.88,30.19
5408,180.712,17.806,1.034,0.5079,0.9937,53,3.807,14.04,134.16,30.79
5409,180.745,16.295,-0.624,0.3725,0.9981,75,4.545,16.97,133.94,31.37
5410,180.779,15.026,1.662,0.2104,0.9921,62,4.374,18.87,133.46,31.56
5411,180.812,15.766,-0.422,0.3495,0.9985,34,4.537,18.62,132.82,31.64
5412,180.846,14.805,-0.763,0.3047,0.9998,29,4.548,17.94,132.56,31.34
5413,180.879,15.282,-1.027,0.3697,0.999,31,4.523,18.93,132.25,31.32
5414,180.913,14.854,-2.03,0.3851,1.0002,26,4.564,18.2,132.13,31.19
5415,180.946,13.908,-1.534,0.3186,1.0001,25,4.534,19.31,132.05,30.99
5416,180.979,14.018,0.068,0.2688,0.9957,28,4.196,19.13,131.92,30.74
5417,181.013,14.16,0.431,0.279,0.9947,24,4.353,18.16,131.86,30.7
5418,181.046,14.381,-0.15,0.3226,0.9952,25,4.466,18.28,131.93,30.76
5419,181.08,13.236,-0.16,0.2378,0.9958,26,4.512,20.06,132.2,30.74
5420,181.113,13.876,0.11,0.2633,0.995,28,4.145,19.73,132.1,30.57
5421,181.146,14.423,0.169,0.2904,0.9939,28,4.398,19.69,132.13,30.62
5422,181.18,13.456,-1.135,0.2891,0.9973,27,4.306,19.94,132.2,30.53
5423,181.213,13.593,-0.586,0.2535,0.9961,33,4.525,20.57,132.56,30.58
5424,181.247,12.788,-1.439,0.1956,0.9986,33,4.251,19.69,132.56,30.48
5425,181.28,13.263,-1.002,0.2267,0.997,31,4.247,20.38,132.52,30.36
5426,181.314,13.807,-0.99,0.2688,0.9966,34,4.544,20.59,132.86,30.33
5427,181.347,13.89,-1.853,0.263,0.9987,31,4.845,20.44,133.34,30.48
5428,181.38,13.793,-1.946,0.2562,0.9992,31,4.601,20.64,133.47,30.47
5429,181.414,13.304,-1.825,0.1893,0.9994,29,4.409,19.61,133.43,30.41
5430,181.447,13.548,-1.935,0.2009,0.9999,31,4.722,19.06,133.64,30.63
5431,181.481,13.786,-3.163,0.2868,1.0014,24,5.077,20.21,134.05,31.01
5432,181.514,13.085,-3.028,0.2318,1.0018,28,4.506,19.95,133.94,31.05
5433,181.547,14.396,-3.613,0.3826,1.001,28,4.674,20.61,134.09,31.36
5434,181.581,13.039,-3.512,0.2679,1.0027,28,4.458,20.29,133.88,31.49
5435,181.614,12.71,-3.717,0.2748,1.0029,29,4.766,20.67,134.02,31.93
5436,181.648,13.119,-3.458,0.2868,1.0022,31,4.542,21.35,133.83,32.24
5437,181.681,12.189,-3.549,0.2533,1.0035,31,4.785,21.42,133.97,32.65
5438,181.715,11.283,-2.961,0.1485,1.0037,36,4.402,21.32,133.73,32.75
5439,181.748,13.324,-1.437,0.1565,0.9983,33,4.746,21.76,133.79,33.2
5440,181.781,12.531,-3.494,0.2771,1.0028,24,4.107,20.26,133.57,33.44
5441,181.815,12.6,-3.402,0.2758,1.0023,27,4.031,18.16,133.72,33.55
5442,181.848,11.78,-4.009,0.2734,1.0044,26,4.073,16.81,134.09,33.57
5443,181.882,12.194,-4.526,0.3194,1.0054,21,4.133,17.59,134.33,33.68
5444,181.915,13.191,-4.061,0.3597,1.0037,22,4.286,17.76,134.61,33.88
5445,181.948,13.078,-4.095,0.3538,1.0038,19,3.714,13.13,135.75,34.1
5446,181.982,13.205,-4.283,0.3525,1.0045,12,3.659,9.32,136.92,34.41
5447,182.015,0.324,0.104,0.3371,1.0,11,2.562,5.05,138.04,34.13
5448,182.049,14.95,3.646,0.3377,0.9892,22,2.359,5.01,139.05,33.62
5449,182.082,12.461,-6.009,0.5127,1.0073,23,2.171,4.73,140.08,32.92
5450,182.116,13.869,-4.922,0.393,1.004,27,1.284,4.15,140.12,33.17
5451,182.149,13.832,-0.887,0.3433,0.9979,60,1.007,4.23,140.25,33.51
5452,182.182,14.554,-2.347,0.4228,1.0001,69,1.428,4.36,140.17,34.08
5453,182.216,16.514,-1.333,0.5594,0.9977,64,1.446,4.36,140.03,34.42
5454,182.249,15.337,-1.32,0.4792,0.9984,86,1.444,4.17,140.56,35.0
5455,182.283,14.894,-1.062,0.372,0.9985,118,1.559,4.05,141.52,35.5
5456,182.316,15.213,-1.405,0.4125,0.9993,129,1.669,4.04,142.47,35.89
5457,182.349,14.749,-2.079,0.3805,1.0008,136,1.87,3.97,143.58,36.4
5458,182.383,15.267,-0.965,0.3876,0.999,129,1.83,3.97,144.5,36.71
5459,182.416,17.271,-4.533,0.5675,1.0037,102,1.745,3.97,145.35,36.93
5460,182.45,17.225,-4.498,0.5589,1.0035,128,2.232,4.2,146.64,37.21
5461,182.483,17.029,-4.949,0.5661,1.0043,94,2.26,4.27,147.87,37.52
5462,182.517,16.629,-2.625,0.5092,1.0011,106,2.198,4.31,148.52,37.59
5463,182.55,16.235,-3.393,0.484,1.0025,102,2.187,4.37,149.06,37.45
5464,182.583,16.426,-8.351,0.6147,1.0095,91,2.288,4.22,149.42,37.36
5465,182.617,14.808,-1.835,0.2344,1.002,93,2.574,4.16,149.44,37.57
5466,182.65,21.616,-1.623,0.6504,0.9981,110,2.635,4.22,149.81,37.57
5467,182.684,17.4,-2.247,0.3203,1.0021,143,2.615,4.23,149.97,37.53
5468,182.717,15.231,-0.395,0.0519,1.0006,67,2.617,3.84,148.99,37.3
5469,182.75,24.758,-0.15,0.7245,0.9945,68,2.751,3.67,148.21,37.39
5470,182.784,24.684,1.014,0.6341,0.9932,52,2.943,3.75,147.05,37.19
5471,182.817,15.072,-0.061,-0.029,0.9972,62,2.792,3.82,146.62,37.23
5472,182.851,15.822,-0.225,-0.0194,0.9951,56,2.714,3.97,145.55,36.98
5473,182.884,14.9,-0.734,-0.0913,0.9971,49,2.886,3.89,144.14,36.79
5474,182.918,25.922,-6.036,0.9,1.0026,56,2.709,3.8,143.16,36.76
5475,182.951,29.112,-3.087,1.0146,0.9973,40,2.837,3.61,141.73,36.62
5476,182.984,31.071,-6.652,1.0331,1.0021,57,2.751,3.77,140.2,36.55
5477,183.018,-0.297,-0.685,-0.0188,1.0007,49,2.732,3.81,138.53,36.16
5478,183.051,23.372,-2.315,0.7428,0.9979,47,2.772,3.68,137.09,36.14
5479,183.085,23.475,-3.173,0.5196,0.9992,68,2.645,3.73,135.87,36.03
5480,183.118,26.402,-2.816,0.9394,0.9975,63,2.371,3.8,134.95,35.97
5481,183.151,25.646,-2.592,0.8643,0.9971,101,2.444,3.85,133.8,35.72
5482,183.185,24.475,-0.205,0.6965,0.9938,117,2.355,3.61,132.76,35.69
5483,183.218,22.921,-3.612,0.6369,0.9991,146,2.313,3.65,131.67,35.56
5484,183.252,24.043,-4.621,0.7609,1.0006,137,1.95,3.45,131.18,35.66
5485,183.285,26.179,-5.139,0.9549,0.9998,113,2.258,3.5,130.15,35.72
5486,183.319,22.929,-3.206,0.6274,0.9988,167,1.785,3.47,129.67,35.84
5487,183.352,19.862,-3.489,0.5744,0.9999,92,1.902,3.57,129.57,36.17
5488,183.385,19.454,-2.337,0.5138,0.9976,92,1.969,3.63,129.14,36.19
5489,183.419,18.954,-2.337,0.4547,0.998,91,1.982,3.59,129.22,36.46
5490,183.452,18.173,-2.033,0.3253,0.9985,126,1.947,3.6,128.81,36.48
5491,183.486,24.599,-1.222,0.8964,0.9935,73,2.112,3.57,129.16,36.85
5492,183.519,17.816,-3.664,0.513,1.0002,54,2.033,3.53,129.46,36.89
5493,183.552,17.479,-3.524,0.4729,1.0,71,1.955,3.53,129.43,36.84
5494,183.586,19.463,-3.251,0.5986,0.9987,53,1.873,3.57,129.23,36.8
5495,183.619,16.933,-4.856,0.4793,1.0023,54,1.854,3.82,128.82,36.61
5496,183.653,15.503,-3.548,0.3985,1.0,63,1.667,3.83,128.8,36.51
5497,183.686,13.073,-4.931,0.2969,1.005,48,1.75,3.83,129.08,36.47
5498,183.719,16.089,-1.717,0.5531,0.9965,45,1.336,3.94,128.82,36.24
5499,183.753,12.755,-2.93,0.3968,0.9998,41,1.305,4.62,129.04,35.88
5500,183.786,11.964,-1.99,0.3594,0.9987,53,1.232,4.31,128.88,35.52
5501,183.82,11.266,-2.249,0.3163,0.9994,47,1.143,4.04,128.66,35.21
5502,183.853,11.473,-1.15,0.3687,0.9976,50,0.93,5.35,128.39,34.96
5503,183.887,10.626,-0.329,0.35,0.9967,49,0.835,5.47,128.19,34.77
5504,183.92,7.813,0.423,0.1699,0.9965,57,0.811,5.37,128.06,34.57
5505,183.953,6.493,0.694,0.2138,0.9961,48,0.765,6.24,127.99,34.41
5506,183.987,4.217,1.519,0.1086,0.9966,48,1.183,5.8,127.87,34.21
5507,184.02,0.831,0.322,-0.0105,0.9998,56,0.164,5.98,127.86,34.14
5508,184.054,0.684,0.73,0.0116,0.9987,63,0.098,5.93,127.89,34.1
5509,184.087,-0.216,1.22,0.0449,0.9987,55,0.335,6.15,128.11,34.14
5510,184.12,1.19,1.595,0.1756,0.9972,48,0.848,6.16,128.77,34.35
5511,184.154,-8.501,3.993,-0.2211,0.997,31,1.715,5.13,130.11,34.54
5512,184.187,-13.726,2.677,-0.3759,1.0014,29,2.123,4.54,131.71,35.09
5513,184.221,-23.713,-10.142,-0.6133,1.0264,23,2.721,5.13,133.85,35.53
5514,184.254,-15.507,6.653,-0.4367,0.9952,47,1.961,5.09,135.01,35.91
5515,184.288,-18.053,5.68,-0.5325,0.998,40,1.904,4.36,136.06,36.37
5516,184.321,-20.212,5.021,-0.5231,0.9989,52,2.184,4.06,137.02,36.81
5517,184.354,-21.834,6.959,-0.605,0.9957,41,2.535,4.08,137.98,37.15
5518,184.388,-22.409,0.18,-0.3475,1.0064,36,2.743,4.11,138.86,37.52
5519,184.421,-28.254,8.397,-0.9454,0.9961,47,3.054,3.97,139.49,37.7
5520,184.455,-27.456,0.352,-0.6445,1.0076,48,3.037,4.02,140.02,37.88
5521,184.488,-31.038,4.936,-0.9901,1.0017,49,3.253,3.75,139.74,37.74
5522,184.521,-28.925,13.146,-1.1144,0.9891,38,3.344,3.67,139.66,37.7
5523,184.555,-29.132,11.919,-0.8973,0.9901,51,3.057,3.39,138.75,37.32
5524,184.588,-32.895,9.937,-1.2524,0.9955,38,2.639,3.47,138.38,37.07
5525,184.622,-31.994,10.893,-1.0891,0.993,83,2.549,3.51,137.74,36.7
5526,184.655,-35.425,2.365,-1.001,1.0051,65,2.762,3.3,136.9,36.45
5527,184.689,-33.213,7.057,-1.0587,0.9977,86,2.8,3.31,136.69,36.37
5528,184.722,-25.148,2.029,-0.2966,0.9993,106,2.798,3.3,136.76,36.28
5529,184.755,-34.659,3.982,-1.0702,1.0029,88,2.837,3.1,136.12,35.86
5530,184.789,-21.879,2.164,-0.0877,0.9977,64,3.053,3.08,136.33,35.8
5531,184.822,-35.583,8.232,-1.3117,0.998,60,3.11,2.91,134.64,35.19
5532,184.856,-34.433,14.152,-1.3405,0.9896,64,2.747,2.88,134.14,35.18
5533,184.889,-27.31,6.93,-0.6596,0.9946,77,2.906,2.92,132.93,34.83
5534,184.922,-33.387,5.98,-1.0589,0.9998,97,2.904,2.92,132.25,34.61
5535,184.956,-35.186,6.17,-1.1924,1.0005,80,3.106,2.83,131.71,34.47
5536,184.989,-30.57,4.938,-0.8727,0.9992,81,2.695,2.8,131.08,34.49
5537,185.023,-38.307,-0.479,-1.2772,1.0111,60,2.792,2.71,131.58,34.97
5538,185.056,-38.344,1.023,-1.281,1.0089,82,2.515,2.61,131.24,34.99
5539,185.09,-32.543,0.175,-0.7986,1.0074,73,2.897,2.62,131.63,35.35
5540,185.123,-34.202,1.692,-0.9616,1.0061,105,2.812,2.53,131.23,35.3
5541,185.156,-35.751,-2.266,-1.0293,1.0131,125,2.782,2.55,130.81,35.28
5542,185.19,-33.746,-0.856,-0.9867,1.0102,136,2.553,2.6,130.04,35.0
5543,185.223,-30.996,7.262,-1.0376,0.9978,144,2.766,2.58,128.98,34.68
5544,185.257,-35.245,0.219,-1.1217,1.0104,139,2.422,2.57,128.15,34.31
5545,185.29,-29.003,6.745,-0.8155,0.9973,145,2.711,2.73,126.75,33.9
5546,185.323,-30.788,-0.162,-0.7359,1.0094,131,1.992,2.83,126.32,33.66
5547,185.357,-29.152,-0.187,-0.634,1.0078,141,2.316,2.86,125.22,32.99
5548,185.39,-28.606,3.64,-0.8662,1.0027,63,2.34,3.48,124.26,32.78
5549,185.424,-30.302,0.835,-0.8336,1.0085,46,3.996,4.15,121.83,33.82
5550,185.457,-1.023,-0.563,-0.8063,1.0,8,4.671,8.93,120.38,33.72
5551,185.491,-25.522,7.398,-0.584,0.9965,16,5.563,12.06,119.74,33.62
5552,185.524,-21.896,9.134,-0.6105,0.9896,25,6.316,14.05,119.9,33.8
5553,185.557,-22.929,9.206,-0.686,0.9904,24,6.501,15.84,119.9,33.69
5554,185.591,-22.364,7.753,-0.5752,0.9929,21,6.693,16.61,120.06,33.48
5555,185.624,-23.481,8.094,-0.6786,0.9939,19,7.248,18.16,120.87,33.06
5556,185.658,-22.909,7.394,-0.5971,0.9945,21,7.239,17.64,121.6,32.68
5557,185.691,-21.666,7.641,-0.4666,0.9907,22,7.078,19.32,122.13,32.55
5558,185.724,-23.851,6.997,-0.669,0.997,23,6.897,21.02,122.81,32.49
5559,185.758,-22.916,5.084,-0.4896,0.9991,23,6.839,20.12,123.09,32.4
5560,185.791,-22.791,3.499,-0.4029,1.0023,21,6.936,20.66,123.15,32.48
5561,185.825,-24.107,4.352,-0.5609,1.0013,22,7.05,18.73,123.31,32.5
5562,185.858,-22.848,2.778,-0.3645,1.0034,21,6.873,19.19,123.64,32.5
5563,185.892,-24.871,3.291,-0.5522,1.0035,25,6.677,18.21,124.32,32.63
5564,185.925,-24.967,2.551,-0.4985,1.0047,26,6.854,18.2,124.92,32.78
5565,185.958,-25.627,1.778,-0.437,1.0062,24,7.166,18.51,125.47,32.92
5566,185.992,-26.59,1.45,-0.4378,1.0068,25,7.934,16.94,126.04,33.07
5567,186.025,-27.964,0.414,-0.5734,1.0102,25,7.313,16.6,126.61,33.29
5568,186.059,-28.694,0.498,-0.5767,1.0098,24,7.741,17.44,127.11,33.63
5569,186.092,-29.128,-0.661,-0.5405,1.0131,20,7.78,17.49,128.12,33.37
5570,186.125,-28.114,-1.653,-0.3909,1.0141,40,7.349,11.32,129.15,32.53
5571,186.159,-29.54,4.325,-0.6123,0.9984,21,6.37,7.11,131.26,30.74
5572,186.192,-43.133,10.991,-1.6275,1.0007,20,5.111,4.73,132.63,28.38
5573,186.226,-41.764,8.104,-1.4585,1.0029,33,3.519,4.56,132.82,27.46
5574,186.259,-45.614,8.626,-1.6711,1.0051,32,2.996,4.35,132.43,27.33
5575,186.292,-43.514,10.701,-1.6966,1.0019,37,2.619,4.24,131.65,27.48
5576,186.326,-42.1,11.615,-1.6456,1.0,61,1.869,4.1,130.81,27.79
5577,186.359,-38.503,9.857,-1.3771,0.9998,60,1.928,4.45,129.31,28.04
5578,186.393,-44.312,5.314,-1.5473,1.0086,69,2.037,4.12,127.77,27.99
5579,186.426,-41.877,6.781,-1.4363,1.0056,59,1.871,4.04,126.7,27.87
5580,186.46,-44.054,5.223,-1.4811,1.0091,51,1.626,3.54,126.33,27.76
5581,186.493,-45.475,3.691,-1.5237,1.0116,73,2.215,3.24,125.33,27.13
5582,186.526,-41.753,1.106,-1.217,1.0133,74,2.037,3.04,125.37,26.99
5583,186.56,-45.749,1.573,-1.4971,1.0149,67,2.28,3.12,125.74,26.75
5584,186.593,-46.302,1.444,-1.5354,1.0151,83,2.282,3.02,126.2,26.46
5585,186.627,-33.414,10.749,-1.0204,0.9965,90,2.128,3.0,126.73,26.25
5586,186.66,-27.216,14.942,-0.7756,0.988,70,2.675,2.81,127.88,26.26
5587,186.693,-46.262,-16.194,-1.2199,1.0392,68,2.636,2.92,129.0,26.17
5588,186.727,-35.265,-1.065,-0.7832,1.0153,52,2.983,2.92,130.64,26.17
5589,186.76,-24.814,17.737,-0.6057,0.9841,81,2.008,2.31,131.42,25.77
5590,186.794,-34.075,10.438,-1.0659,0.9994,54,2.586,2.06,132.86,25.57
5591,186.827,-32.704,12.879,-0.9798,0.995,88,2.464,1.53,134.28,25.23
5592,186.861,-34.474,11.721,-1.0601,0.997,81,2.403,1.31,135.79,24.79
5593,186.894,-36.025,12.198,-1.19,0.9985,73,1.994,1.29,137.11,24.11
5594,186.927,-35.314,2.784,-0.9739,1.0109,66,2.123,1.3,138.65,23.29
5595,186.961,-37.619,7.058,-1.2208,1.0068,48,2.404,1.47,140.44,22.62
5596,186.994,-0.09,0.028,0.0006,0.9999,56,1.32,1.21,141.34,21.35
5597,187.028,-0.041,-0.091,-0.0072,1.0001,49,1.284,1.09,142.28,19.78
5598,187.061,-0.026,-0.013,0.0003,1.0,64,1.103,1.01,143.12,17.89
5599,187.094,-0.029,-0.006,0.0001,1.0,67,1.122,1.07,143.93,15.85
5600,187.128,-0.102,-0.082,-0.0052,1.0002,74,1.137,1.02,144.68,13.76
5601,187.161,-0.033,-0.037,0.0023,1.0001,112,0.855,0.96,145.24,11.67
5602,187.195,-0.019,-0.033,0.004,1.0002,114,0.699,0.92,145.76,9.79
5603,187.228,-0.026,-0.066,0.0008,1.0001,127,0.497,0.87,146.05,8.68
5604,187.262,-0.14,-0.039,-0.0106,1.0002,122,0.784,1.47,146.0,9.09
5605,187.295,-0.2,-0.08,-0.0079,1.0004,119,4.294,1.9,142.56,16.98
5606,187.328,-33.555,5.413,-0.765,1.0071,12,8.07,25.06,143.05,23.55
5607,187.362,-29.17,5.962,-0.7696,0.9982,34,11.103,34.24,146.46,30.35
5608,187.395,-29.666,5.275,-0.7976,1.0004,72,11.645,59.08,149.64,35.64
5609,187.429,-22.008,-0.428,-0.2749,1.004,153,11.68,110.12,152.61,39.7
5610,187.462,-19.09,-3.075,-0.0949,1.0067,205,13.374,146.76,157.15,42.24
5611,187.495,-17.718,-3.477,-0.0526,1.0076,238,13.042,157.34,160.82,44.04
5612,187.529,-16.319,-3.548,-0.0419,1.0085,294,12.911,74.06,163.92,45.34
5613,187.562,-15.258,-3.709,-0.0137,1.0093,308,12.794,86.85,166.54,46.51
5614,187.596,-14.473,-4.774,0.0438,1.011,336,13.077,137.11,168.56,47.65
5615,187.629,-13.951,-5.632,0.0985,1.0122,337,13.537,167.18,169.2,49.43
5616,187.663,-11.967,-5.95,0.1318,1.0134,337,14.081,99.68,168.35,51.63
5617,187.696,-10.148,-6.174,0.1942,1.0138,294,14.529,116.51,166.61,54.31
5618,187.729,-8.588,-6.72,0.2516,1.0148,264,15.158,149.44,164.53,57.21
5619,187.763,-8.313,-7.368,0.2569,1.0167,294,15.865,259.01,162.84,60.12
5620,187.796,-8.593,-7.727,0.2315,1.0182,278,17.198,347.66,160.3,63.44
5621,187.83,-7.641,-7.673,0.254,1.0182,277,17.725,425.97,157.93,66.53
5622,187.863,-6.356,-6.962,0.2767,1.017,299,18.674,512.5,155.69,68.95
5623,187.896,-3.22,-5.936,0.3933,1.0146,323,19.692,599.54,153.51,71.07
5624,187.93,-2.948,-5.483,0.3392,1.0139,365,18.908,495.17,152.23,72.55
5625,187.963,-2.033,-4.597,0.3161,1.0121,312,17.027,243.15,149.92,73.86
5626,187.997,-1.348,-3.542,0.2526,1.0098,379,14.814,226.55,148.16,75.0
5627,188.03,-0.609,-3.463,0.2703,1.0098,380,14.318,260.11,146.41,75.4
5628,188.064,-0.475,-3.961,0.2932,1.0109,383,15.219,499.56,144.86,75.87
5629,188.097,-0.151,-4.368,0.3193,1.0114,381,15.877,533.39,143.39,75.9
5630,188.13,0.082,-4.259,0.3046,1.0115,393,15.938,647.0,141.82,75.63
5631,188.164,0.917,-4.575,0.3252,1.0117,381,16.144,687.05,140.15,75.13
5632,188.197,1.092,-4.299,0.3051,1.0111,393,13.049,734.68,138.56,75.0
5633,188.231,1.582,-4.262,0.3085,1.0107,391,10.37,747.87,138.27,74.5
5634,188.264,1.915,-4.144,0.2984,1.0104,383,10.546,752.6,137.36,73.93
5635,188.297,1.727,-3.773,0.243,1.0099,365,9.233,765.97,136.52,73.5
5636,188.331,1.65,-5.509,0.2767,1.0119,318,9.797,769.24,135.15,72.91
5637,188.364,0.286,-0.428,0.0291,1.0004,317,5.021,795.5,134.92,72.38
5638,188.398,5.094,-2.326,0.403,1.0003,172,8.126,797.97,133.63,71.81
5639,188.431,2.245,-2.515,0.1541,1.008,228,9.683,789.99,131.35,71.14
5640,188.465,1.563,-4.552,0.184,1.0115,258,10.268,772.35,129.86,70.57
5641,188.498,0.364,-0.008,0.0232,0.9999,315,4.201,792.75,130.24,70.11
5642,188.531,0.175,-0.046,0.0135,1.0,318,4.195,809.15,130.22,69.42
5643,188.565,0.24,-0.178,0.0212,1.0001,244,7.135,814.8,129.77,68.67
5644,188.598,0.181,-0.607,0.0307,1.0007,282,6.079,822.66,129.64,67.71
5645,188.632,0.329,-0.293,0.0292,1.0002,364,3.398,842.97,130.22,66.75
5646,188.665,0.157,-0.232,0.0184,1.0002,369,3.212,866.58,130.98,65.61
5647,188.698,0.243,-0.328,0.0268,1.0003,354,4.112,882.49,132.06,64.12
5648,188.732,0.248,-0.153,0.0204,1.0001,361,3.816,890.74,133.01,62.88
5649,188.765,0.138,-0.122,0.0116,1.0001,355,3.746,906.63,133.62,61.37
5650,188.799,0.143,-0.136,0.0142,1.0001,360,3.47,916.29,134.37,59.94
5651,188.832,0.153,-0.144,0.0133,1.0002,364,3.477,924.17,135.17,58.65
5652,188.866,0.056,-0.105,0.0074,1.0002,378,2.99,936.13,135.38,57.57
5653,188.899,0.105,-0.072,0.0091,1.0001,379,2.717,945.52,136.07,56.57
5654,188.932,0.068,-0.025,0.0051,1.0001,364,2.644,957.58,136.3,55.72
5655,188.966,0.058,0.033,0.0037,1.0,382,2.019,963.89,136.43,55.13
5656,188.999,0.014,0.034,0.0002,1.0,364,1.952,969.6,136.43,54.84
5657,189.033,0.015,0.161,-0.0044,0.9999,364,1.771,974.56,136.22,54.85
5658,189.066,-0.033,0.348,-0.0141,0.9997,380,1.707,975.06,135.87,54.72
5659,189.099,-0.024,0.412,-0.0141,0.9996,363,1.862,981.34,135.61,54.75
5660,189.133,-0.035,0.356,-0.0142,0.9997,364,1.749,986.48,135.27,54.82
5661,189.166,-0.098,0.47,-0.0227,0.9996,349,1.798,1001.79,135.0,54.73
5662,189.2,0.002,0.534,-0.0164,0.9994,331,2.177,1006.05,134.76,54.68
5663,189.233,-0.114,0.648,-0.0288,0.9993,335,2.352,1016.64,134.43,54.48
5664,189.266,-0.144,0.235,-0.0144,0.9998,263,3.018,1040.07,134.16,54.39
5665,189.3,-0.076,0.144,-0.0071,0.9999,224,3.609,1046.22,133.94,54.2
5666,189.333,-0.085,0.098,-0.0053,0.9999,239,4.048,1055.39,133.66,53.9
5667,189.367,-0.116,0.142,-0.0083,0.9999,213,4.585,1064.77,133.38,53.82
5668,189.4,-0.045,0.037,-0.0007,1.0,199,4.797,1066.87,133.1,53.64
5669,189.434,-0.086,0.073,-0.0038,1.0,189,5.198,1077.54,132.82,53.51
5670,189.467,-0.031,0.031,-0.0013,1.0,180,5.313,1100.95,132.48,53.39
5671,189.5,-0.113,0.056,-0.0059,1.0001,182,5.411,1113.62,132.34,53.56
5672,189.534,-0.099,0.038,-0.0032,1.0001,188,5.342,1114.54,132.1,53.69
5673,189.567,-0.041,0.081,-0.0013,1.0,175,5.758,1120.35,131.76,53.74
5674,189.601,-0.1,0.021,0.0011,1.0001,176,6.078,1142.16,131.38,54.05
5675,189.634,-0.09,0.014,-0.0012,1.0001,188,5.693,1155.08,130.87,54.2
5676,189.667,-0.139,0.002,-0.0044,1.0001,207,5.79,1168.3,130.45,54.5
5677,189.701,-0.085,0.014,0.0015,1.0001,170,6.609,1188.18,129.14,54.75
5678,189.734,-0.06,-0.008,0.0027,1.0001,225,5.763,1199.85,128.29,54.84
5679,189.768,-0.12,0.068,-0.0042,1.0001,213,5.355,1217.35,127.82,54.89
5680,189.801,-0.132,0.025,0.0011,1.0002,234,5.366,1226.88,126.8,55.13
5681,189.835,-0.09,0.038,0.0035,1.0001,241,5.213,1249.94,126.06,55.15
5682,189.868,-0.205,0.178,-0.0101,1.0001,299,4.476,1271.24,125.29,55.28
5683,189.901,-0.209,0.227,-0.0082,1.0001,309,3.982,1290.11,124.44,55.49
5684,189.935,-0.23,0.204,-0.0094,1.0002,306,4.224,1311.17,123.59,55.68
5685,189.968,-0.183,0.215,-0.0097,1.0,400,2.037,1318.35,122.99,55.92
5686,190.002,0.648,0.65,0.2126,0.9999,92,22.365,74.9,113.61,59.99
5687,190.035,0.056,-0.047,0.0096,1.0,270,0.057,77.12,113.59,60.0
5688,190.068,0.015,-0.19,0.0127,1.0002,259,0.245,80.9,113.57,60.03
5689,190.102,0.122,-0.668,0.0374,1.0008,267,0.679,91.26,113.52,60.04
5690,190.135,0.335,-0.972,0.0681,1.0009,251,1.202,97.88,113.55,60.03
5691,190.169,0.473,-1.048,0.0756,1.0005,239,1.578,117.89,113.24,59.89
